Time in UTC+01:00;X in mm/s;Y in mm/s;Z in mm/s
29.11.2023 12:38:36.38400;-0,004301705;-0,001720682;0,012259861
29.11.2023 12:38:36.38500;-0,004206112;-0,000884239;0,012857319
29.11.2023 12:38:36.38600;-0,003847637;-0,000764748;0,012451047
29.11.2023 12:38:36.38700;-0,003202381;-0,000860341;0,011566808
29.11.2023 12:38:36.38800;-0,002126954;-0,001840174;0,011638503
29.11.2023 12:38:36.38900;-0,001625089;-0,002222548;0,012594437
29.11.2023 12:38:36.39000;-0,001816276;-0,00174458;0,014673594
29.11.2023 12:38:36.39100;-0,001696784;-0,001075426;0,016967837
29.11.2023 12:38:36.39200;-0,002365938;-0,000525764;0,018353941
29.11.2023 12:38:36.39300;-0,002700515;-0,000812544;0,019524962
29.11.2023 12:38:36.39400;-0,001840174;-0,000597459;0,02071988
29.11.2023 12:38:36.39500;-0,000812544;-0,000262882;0,02028971
29.11.2023 12:38:36.39600;0,000645256;-0,000549662;0,018999198
29.11.2023 12:38:36.39700;0,001864072;-0,00014339;0,01854513
29.11.2023 12:38:36.39800;0,002198649;9,56E-05;0,018353941
29.11.2023 12:38:36.39900;0,001672885;0,00028678;0,018784113
29.11.2023 12:38:36.40000;0,000525764;0,00117102;0,018903606
29.11.2023 12:38:36.40100;-0,000836443;0,001577292;0,018401738
29.11.2023 12:38:36.40200;-0,002079158;0,001338308;0,018330043
29.11.2023 12:38:36.40300;-0,001911869;0,001194918;0,017565297
29.11.2023 12:38:36.40400;-0,000525764;0,000788646;0,015533935
29.11.2023 12:38:36.40500;0,000955935;0,000406272;0,013096303
29.11.2023 12:38:36.40600;0,002294243;-0,000430171;0,011017145
29.11.2023 12:38:36.40700;0,002987295;-0,001553394;0,009272565
29.11.2023 12:38:36.40800;0,002604922;-0,001648987;0,007743069
29.11.2023 12:38:36.40900;0,00174458;-0,001218816;0,007241204
29.11.2023 12:38:36.41000;0,000979833;-0,000693053;0,007312899
29.11.2023 12:38:36.41100;-9,56E-05;-0,000454069;0,007193407
29.11.2023 12:38:36.41200;-0,000621357;-0,000669154;0,007384594
29.11.2023 12:38:36.41300;-7,17E-05;-0,000979833;0,007050017
29.11.2023 12:38:36.41400;0,000716951;-0,001553394;0,004946961
29.11.2023 12:38:36.41500;0,00174458;-0,002604922;0,002557125
29.11.2023 12:38:36.41600;0,002318141;-0,003321872;0,001266613
29.11.2023 12:38:36.41700;0,001672885;-0,003250177;-0,000382374
29.11.2023 12:38:36.41800;0,000525764;-0,0029156;-0,001792377
29.11.2023 12:38:36.41900;-0,000477967;-0,002294243;-0,002246446
29.11.2023 12:38:36.42000;-0,001362207;-0,002055259;-0,003536958
29.11.2023 12:38:36.42100;-0,001816276;-0,002174751;-0,004564587
29.11.2023 12:38:36.42200;-0,001410003;-0,002270344;-0,005520522
29.11.2023 12:38:36.42300;-0,000119492;-0,003082889;-0,007336797
29.11.2023 12:38:36.42400;0,001051528;-0,003871535;-0,008675105
29.11.2023 12:38:36.42500;0,001410003;-0,004277807;-0,010180702
29.11.2023 12:38:36.42600;0,00174458;-0,004492892;-0,010969348
29.11.2023 12:38:36.42700;0,001840174;-0,00408662;-0,010682568
29.11.2023 12:38:36.42800;0,001696784;-0,003393568;-0,010634772
29.11.2023 12:38:36.42900;0,001529495;-0,002461531;-0,009702735
29.11.2023 12:38:36.43000;0,001290512;-0,001840174;-0,008436122
29.11.2023 12:38:36.43100;0,000979833;-0,001887971;-0,008125443
29.11.2023 12:38:36.43200;0,00102763;-0,001720682;-0,008244935
29.11.2023 12:38:36.43300;0,002031361;-0,002055259;-0,008005952
29.11.2023 12:38:36.43400;0,002652718;-0,002413735;-0,00831663
29.11.2023 12:38:36.43500;0,002413735;-0,00174458;-0,009248666
29.11.2023 12:38:36.43600;0,002246446;-0,000908138;-0,009583243
29.11.2023 12:38:36.43700;0,001983564;-0,000191187;-0,009607142
29.11.2023 12:38:36.43800;0,001983564;0,000215085;-0,009750532
29.11.2023 12:38:36.43900;0,002270344;0,000406272;-0,010491381
29.11.2023 12:38:36.44000;0,002676616;-4,78E-05;-0,010706466
