Zeit in UTC+02:00;X in mm/s;Y in mm/s;Z in mm/s
01.08.2023 08:44:16.83500;0,000884239387233;0,001362206647173;0,004970859270543
01.08.2023 08:44:16.83600;0,000119491814985;0,000573560653720;0,004325603600591
01.08.2023 08:44:16.83700;-0,000143390163430;-0,000501865579281;0,005209843162447
01.08.2023 08:44:16.83800;0,000071695081715;-0,001027629594319;0,004970859270543
01.08.2023 08:44:16.83900;0,000262882007519;-0,000955934519880;0,004707977641374
01.08.2023 08:44:16.84000;0,000836442690343;-0,000693052541465;0,004875265993178
01.08.2023 08:44:16.84100;0,001362206647173;-0,000143390163430;0,003752042772248
01.08.2023 08:44:16.84200;0,000908137764782;0,000788645935245;0,002891701878980
01.08.2023 08:44:16.84300;0,000167288526427;0,001386105082929;0,003035092027858
01.08.2023 08:44:16.84400;-0,000645255786367;0,002126954263076;0,002652718219906
01.08.2023 08:44:16.84500;-0,001601190306246;0,003178482409567;0,002198649337515
01.08.2023 08:44:16.84600;-0,002222547773272;0,002652718219906;0,002461531199515
01.08.2023 08:44:16.84700;-0,002318141283467;0,002079157624394;0,002318141283467
01.08.2023 08:44:16.84800;-0,002079157624394;0,002509327838197;0,002150852698833
01.08.2023 08:44:16.84900;-0,001577291870490;0,002318141283467;0,001887970604002
01.08.2023 08:44:16.85000;-0,000908137764782;0,002079157624394;0,000262882007519
01.08.2023 08:44:16.85100;-0,000047796725994;0,002222547773272;-0,000932036142331
01.08.2023 08:44:16.85200;0,000238983629970;0,002365937922150;-0,001457800040953
01.08.2023 08:44:16.85300;-0,000454068882391;0,002748311730102;-0,002963396953419
01.08.2023 08:44:16.85400;-0,001027629594319;0,002318141283467;-0,003369668964297
01.08.2023 08:44:16.85500;-0,002103056060150;0,001648986944929;-0,002891701878980
01.08.2023 08:44:16.85600;-0,003154583740979;0,001553393551148;-0,003943229559809
01.08.2023 08:44:16.85700;-0,003226279048249;0,000740849238355;-0,004301705397666
01.08.2023 08:44:16.85800;-0,003082888666540;0,000382373807952;-0,004349501803517
01.08.2023 08:44:16.85900;-0,002509327838197;0,000286780326860;-0,005353232845664
01.08.2023 08:44:16.86000;-0,001864072284661;-0,000454068882391;-0,005687810014933
01.08.2023 08:44:16.86100;-0,001792377093807;-0,000358475430403;-0,006380863022059
01.08.2023 08:44:16.86200;-0,002103056060150;-0,000669154105708;-0,006978321820498
01.08.2023 08:44:16.86300;-0,002843905007467;-0,001410003402270;-0,006356964819133
01.08.2023 08:44:16.86400;-0,003536957548931;-0,001266613253392;-0,005926793906838
01.08.2023 08:44:16.86500;-0,003895433153957;-0,001123222988099;-0,005018655676395
01.08.2023 08:44:16.86600;-0,004086619708687;-0,001410003402270;-0,003704246133566
01.08.2023 08:44:16.86700;-0,004086619708687;-0,001123222988099;-0,003513059346005
01.08.2023 08:44:16.86800;-0,003943229559809;-0,000932036142331;-0,003035092027858
01.08.2023 08:44:16.86900;-0,003799839643762;-0,001194918178953;-0,002318141283467
01.08.2023 08:44:16.87000;-0,003680347930640;-0,001051528030075;-0,002509327838197
01.08.2023 08:44:16.87100;-0,003943229559809;-0,001457800040953;-0,002007462317124
01.08.2023 08:44:16.87200;-0,004158315248787;-0,001911869039759;-0,001744580455124
01.08.2023 08:44:16.87300;-0,004110518377274;-0,001744580455124;-0,002126954263076
01.08.2023 08:44:16.87400;-0,004134416580200;-0,001601190306246;-0,001147121307440
01.08.2023 08:44:16.87500;-0,004182213451713;-0,001386105082929;-0,000979832839221
01.08.2023 08:44:16.87600;-0,004301705397666;-0,001266613253392;-0,001481698476709
01.08.2023 08:44:16.87700;-0,004230010323226;-0,001194918178953;-0,000716950860806
01.08.2023 08:44:16.87800;-0,004373400472105;-0,001147121307440;-0,001338308211416
01.08.2023 08:44:16.87900;-0,004612384364009;-0,001290511572734;-0,001744580455124
01.08.2023 08:44:16.88000;-0,004803570918739;-0,001171019743197;-0,000693052541465
01.08.2023 08:44:16.88100;-0,005114249885082;-0,000764747615904;-0,001864072284661
01.08.2023 08:44:16.88200;-0,005257639568299;-0,000645255786367;-0,002796108368784
01.08.2023 08:44:16.88300;-0,005377131514251;-0,000501865579281;-0,001935767359100
01.08.2023 08:44:16.88400;-0,005377131514251;-0,000143390163430;-0,002509327838197
01.08.2023 08:44:16.88500;-0,005209843162447;0,000023898362997;-0,002246445976198
01.08.2023 08:44:16.88600;-0,004923062399030;0,000406272156397;-0,001075426349416
01.08.2023 08:44:16.88700;-0,005138148088008;0,000908137764782;-0,001744580455124
01.08.2023 08:44:16.88800;-0,005663911812007;0,001027629594319;-0,001481698476709
01.08.2023 08:44:16.88900;-0,006141879130155;0,001147121307440;-0,000812544312794
01.08.2023 08:44:16.89000;-0,006954423617572;0,001266613253392;-0,001529495231807
01.08.2023 08:44:16.89100;-0,007360695861280;0,001051528030075;-0,000788645935245
01.08.2023 08:44:16.89200;-0,007312898989767;0,000836442690343;0,000167288526427
01.08.2023 08:44:16.89300;-0,006930524948984;0,000884239387233;-0,000430170533946
01.08.2023 08:44:16.89400;-0,006070184055716;0,001075426349416;0,000334577052854
01.08.2023 08:44:16.89500;-0,005353232845664;0,001051528030075;0,001433901721612
01.08.2023 08:44:16.89600;-0,005066453013569;0,000812544312794;0,000716950860806
01.08.2023 08:44:16.89700;-0,005066453013569;0,000573560653720;0,001027629594319
01.08.2023 08:44:16.89800;-0,005568318534642;0,000143390163430;0,001840173965320
01.08.2023 08:44:16.89900;-0,006285269279033;-0,000812544312794;0,001887970604002
01.08.2023 08:44:16.90000;-0,006428659427911;-0,001601190306246;0,002652718219906
01.08.2023 08:44:16.90100;-0,006141879130155;-0,001887970604002;0,002796108368784
01.08.2023 08:44:16.90200;-0,005377131514251;-0,002222547773272;0,002820006804541
01.08.2023 08:44:16.90300;-0,004182213451713;-0,002270344411954;0,003417465835810
01.08.2023 08:44:16.90400;-0,003345770761371;-0,002509327838197;0,003011193824932
01.08.2023 08:44:16.90500;-0,002867803443223;-0,002796108368784;0,002413734560832
01.08.2023 08:44:16.90600;-0,002246445976198;-0,003011193824932;0,001864072284661
01.08.2023 08:44:16.90700;-0,001887970604002;-0,003441364271566;0,001648986944929
01.08.2023 08:44:16.90800;-0,001481698476709;-0,003608652856201;0,002031360752881
01.08.2023 08:44:16.90900;-0,001147121307440;-0,003775941208005;0,002103056060150
01.08.2023 08:44:16.91000;-0,000932036142331;-0,003632551059127;0,002007462317124
01.08.2023 08:44:16.91100;0,000071695081715;-0,003297973889858;0,002126954263076
01.08.2023 08:44:16.91200;0,000740849238355;-0,003226279048249;0,001266613253392
01.08.2023 08:44:16.91300;0,001027629594319;-0,002867803443223;0,000573560653720
01.08.2023 08:44:16.91400;0,001433901721612;-0,002820006804541;0,000812544312794
01.08.2023 08:44:16.91500;0,001242714817636;-0,002820006804541;-0,000095593451988
01.08.2023 08:44:16.91600;0,000932036142331;-0,002939498517662;-0,000525764015038
